orig,gen,orig_burst_s,orig_voicing_s,orig_vot_ms,orig_mean_db,orig_max_db,gen_burst_s,gen_voicing_s,gen_vot_ms,gen_mean_db,gen_max_db
ab55.mp3,ab55.wav,0.4992290249433107,0.4992290249433107,0.0,-30.497768554494904,-11.06885133149416,0.023219954648526078,0.023219954648526078,0.0,-50.033024308958,-40.37634065734821
ad55.mp3,ad55.wav,0.6733786848072563,0.6733786848072563,0.0,-32.140209432771705,-11.687529425106792,0.23219954648526078,0.23219954648526078,0.0,-55.693035523691265,-37.821829445424825
ag55.mp3,ag55.wav,0.313469387755102,0.313469387755102,0.0,-28.29257160426569,-10.17769497402256,0.023219954648526078,0.023219954648526078,0.0,-49.550794127092885,-38.98198045003826
am55.mp3,am55.wav,0.37151927437641724,0.37151927437641724,0.0,-23.795532194994436,-10.051788102084506,0.023219954648526078,0.023219954648526078,0.0,-46.551975480659436,-38.57374831508548
an55.mp3,an55.wav,0.19736961451247165,0.19736961451247165,0.0,-22.944180118501855,-10.940930535696651,0.023219954648526078,0.023219954648526078,0.0,-42.06632934737887,-33.96275457536771
aŋ55.mp3,aŋ55.wav,0.3250793650793651,0.3250793650793651,0.0,-23.122557237802155,-11.127489498001976,0.023219954648526078,0.023219954648526078,0.0,-42.22352253884483,-33.48010291145829
aɪ55.mp3,aɪ55.wav,0.44117913832199546,0.44117913832199546,0.0,-25.088878709226105,-12.150057624822356,0.1509297052154195,0.1509297052154195,0.0,-48.89756720614034,-36.81086415077395
aʊ55.mp3,aʊ55.wav,0.37151927437641724,0.37151927437641724,0.0,-22.158164185297995,-10.402378499457996,0.023219954648526078,0.023219954648526078,0.0,-47.50363731834696,-36.35906573545864
