metric,real_n,real_mean,real_median,real_std,gen_n,gen_mean,gen_median,gen_std,abs_mean_diff,abs_median_diff
mean_db,683,-37.70,-36.24,13.42,32,-80.98,-81.19,4.11,43.29,44.95
