metric,real_n,real_mean,real_median,real_std,gen_n,gen_mean,gen_median,gen_std,abs_mean_diff,abs_median_diff
mean_db,683,-37.70,-36.24,13.42,250,-55.96,-56.78,6.42,18.27,20.54
