rel_path,mean_db,max_db,median_db,peak_to_mean
Vietnamese\long vowels-#VT\ɔt(南).mp3,-30.83,-17.45,-25.13,13.39
Vietnamese\long vowels-#VT\ɔŋ(北).mp3,-42.91,-19.74,-39.25,23.17
Vietnamese\long vowels-#VT\ɔŋ(南).mp3,-29.59,-17.30,-30.82,12.29
Vietnamese\long vowels-#VT\ək(北).mp3,-40.72,-17.90,-43.17,22.82
Vietnamese\long vowels-#VT\ək(南).mp3,-57.82,-16.30,-51.02,41.52
Vietnamese\long vowels-#VT\əm(北).mp3,-30.15,-16.67,-26.02,13.48
Vietnamese\long vowels-#VT\əm(南).mp3,-45.31,-17.24,-35.56,28.07
Vietnamese\long vowels-#VT\ən(北).mp3,-40.52,-17.07,-27.62,23.45
Vietnamese\long vowels-#VT\ən(南).mp3,-30.65,-19.08,-32.40,11.57
Vietnamese\long vowels-#VT\əp(北).mp3,-48.43,-17.02,-53.72,31.41
Vietnamese\long vowels-#VT\əp(南).mp3,-43.86,-18.86,-48.45,25.00
Vietnamese\long vowels-#VT\ət(北).mp3,-46.10,-18.67,-48.18,27.42
Vietnamese\long vowels-#VT\ət(南).mp3,-41.80,-15.99,-46.28,25.81
Vietnamese\long vowels-#VT\əŋ(南).mp3,-38.20,-19.41,-34.12,18.79
Vietnamese\long vowels-#VT\əːm(北).mp3,-45.37,-24.01,-33.87,21.36
Vietnamese\long vowels-#VT\əːm(南).mp3,-51.64,-19.71,-33.95,31.93
Vietnamese\long vowels-#VT\əːn(北).mp3,-43.76,-24.57,-30.45,19.19
Vietnamese\long vowels-#VT\əːn(南).mp3,-41.12,-21.22,-39.95,19.90
Vietnamese\long vowels-#VT\əːp(北).mp3,-60.75,-20.28,-59.63,40.47
Vietnamese\long vowels-#VT\əːp(南).mp3,-34.65,-20.30,-35.84,14.35
Vietnamese\long vowels-#VT\əːt(北).mp3,-37.48,-24.88,-31.69,12.60
Vietnamese\long vowels-#VT\əːt(南).mp3,-43.01,-20.20,-31.12,22.81
Vietnamese\long vowels-#VT\ɛk(北).mp3,-41.49,-23.26,-35.69,18.23
Vietnamese\long vowels-#VT\ɛk(南).mp3,-60.90,-23.62,-56.16,37.28
Vietnamese\long vowels-#VT\ɛm(北).mp3,-45.93,-23.84,-36.74,22.09
Vietnamese\long vowels-#VT\ɛm(南).mp3,-37.87,-27.45,-35.37,10.42
Vietnamese\long vowels-#VT\ɛn(北).mp3,-41.73,-21.88,-34.11,19.84
Vietnamese\long vowels-#VT\ɛn(南).mp3,-36.40,-24.01,-35.49,12.39
Vietnamese\long vowels-#VT\ɛp(北).mp3,-45.14,-22.21,-48.13,22.93
Vietnamese\long vowels-#VT\ɛp(南).mp3,-34.90,-18.01,-29.71,16.90
Vietnamese\long vowels-#VT\ɛt(北).mp3,-47.09,-19.61,-48.86,27.48
Vietnamese\long vowels-#VT\ɛt(南).mp3,-39.85,-21.13,-33.14,18.71
Vietnamese\long vowels-#VT\ɛŋ(北).mp3,-41.49,-23.26,-35.69,18.23
Vietnamese\long vowels-#VT\ɯk(北).mp3,-49.03,-18.61,-52.94,30.42
Vietnamese\long vowels-#VT\ɯk(南).mp3,-37.85,-20.30,-38.90,17.55
Vietnamese\long vowels-#VT\ɯm(北).mp3,-46.97,-24.91,-35.65,22.07
Vietnamese\long vowels-#VT\ɯm(南).mp3,-38.44,-22.47,-31.63,15.97
Vietnamese\long vowels-#VT\ɯt(北).mp3,-46.79,-19.41,-46.04,27.38
Vietnamese\long vowels-#VT\ɯt(南).mp3,-36.66,-24.35,-33.63,12.31
Vietnamese\long vowels-#VT\ɯŋ(北).mp3,-42.97,-17.39,-37.06,25.58
Vietnamese\long vowels-#VT\ɯŋ(南).mp3,-36.66,-24.35,-33.63,12.31
Vietnamese\long vowels-#VT\ɑk(北).mp3,-49.63,-18.93,-54.72,30.70
Vietnamese\long vowels-#VT\ɑk(南).mp3,-45.35,-20.84,-47.17,24.50
Vietnamese\long vowels-#VT\ɑm(北).mp3,-38.73,-18.30,-29.80,20.43
Vietnamese\long vowels-#VT\ɑm(南).mp3,-38.53,-20.72,-36.22,17.81
Vietnamese\long vowels-#VT\ɑn(北).mp3,-47.72,-21.94,-42.45,25.78
Vietnamese\long vowels-#VT\ɑn(南).mp3,-38.18,-26.43,-36.25,11.76
Vietnamese\long vowels-#VT\ɑp(北).mp3,-41.80,-20.46,-40.14,21.34
Vietnamese\long vowels-#VT\ɑp(南).mp3,-56.59,-16.25,-56.66,40.35
Vietnamese\long vowels-#VT\ɑt(北).mp3,-51.70,-19.92,-53.97,31.78
Vietnamese\long vowels-#VT\ɑt(南).mp3,-39.29,-18.64,-42.26,20.65
Vietnamese\long vowels-#VT\ɑŋ(北).mp3,-36.78,-16.74,-34.99,20.04
Vietnamese\long vowels-#VT\ɑŋ(南).mp3,-42.20,-29.73,-36.02,12.47
Vietnamese\long vowels-#VT\ɑːk(北).mp3,-52.09,-20.82,-50.68,31.27
Vietnamese\long vowels-#VT\ɑːk̪(北).mp3,-44.26,-21.31,-39.69,22.95
Vietnamese\long vowels-#VT\ɑːk̪(南).mp3,-37.05,-21.33,-35.44,15.72
Vietnamese\long vowels-#VT\ɑːm(北).mp3,-41.90,-22.44,-34.19,19.46
Vietnamese\long vowels-#VT\ɑːm(南).mp3,-45.40,-26.31,-35.44,19.09
Vietnamese\long vowels-#VT\ɑːn(北).mp3,-39.82,-20.97,-32.17,18.85
Vietnamese\long vowels-#VT\ɑːn(南).mp3,-34.73,-22.84,-35.63,11.89
Vietnamese\long vowels-#VT\ɑːp(北).mp3,-45.40,-19.66,-43.16,25.75
Vietnamese\long vowels-#VT\ɑːp(南).mp3,-42.58,-19.98,-41.71,22.61
Vietnamese\long vowels-#VT\ɑːt(北).mp3,-41.03,-19.36,-37.43,21.66
Vietnamese\long vowels-#VT\ɑːt(南).mp3,-34.73,-22.84,-35.63,11.89
Vietnamese\long vowels-#VT\ɑːŋ(北).mp3,-48.53,-20.82,-46.12,27.71
Vietnamese\long vowels-#VT\ɑːŋ(南).mp3,-34.73,-22.84,-35.63,11.89
Vietnamese\long vowels-#VT\iːʊ\diːʊ55(女).mp3,-12.58,-9.02,-11.03,3.56
Vietnamese\long vowels-#VT\iːʊ\diːʊ55(男).mp3,-30.31,-12.71,-17.92,17.59
Vietnamese\long vowels-#VT\iːʊ\iːʊ (女).mp3,-24.98,-8.15,-13.35,16.83
Vietnamese\long vowels-#VT\iːʊ\iːʊ (男).mp3,-31.09,-14.45,-20.38,16.64
Vietnamese\long vowels-#VT\iːʊ\liːʊ35(女).mp3,-21.56,-8.52,-14.74,13.04
Vietnamese\long vowels-#VT\iːʊ\liːʊ35(男).mp3,-23.88,-11.59,-15.41,12.29
Vietnamese\long vowels-#VT\iːʊ\liːʊ55(女).mp3,-14.84,-8.54,-11.33,6.30
Vietnamese\long vowels-#VT\iːʊ\liːʊ55(男).mp3,-16.69,-11.39,-14.75,5.31
Vietnamese\long vowels-#VT\iːʊ\tiːʊ55(女).mp3,-22.77,-8.79,-13.98,13.97
Vietnamese\long vowels-#VT\iːʊ\tiːʊ55(男).mp3,-22.71,-11.16,-16.01,11.55
Vietnamese\long vowels-#VT\iːʊ\ʨiːʊ21(女).mp3,-49.36,-8.03,-25.27,41.34
Vietnamese\long vowels-#VT\iːʊ\ʨiːʊ21(男).mp3,-31.52,-15.72,-23.73,15.81
Vietnamese\long vowels-#VT\ue\hue21 (女).mp3,-48.77,-10.53,-46.07,38.25
Vietnamese\long vowels-#VT\ue\hue21 (男).mp3,-59.18,-10.82,-54.43,48.36
Vietnamese\long vowels-#VT\ue\hue35 (女).mp3,-57.88,-10.24,-56.29,47.64
Vietnamese\long vowels-#VT\ue\hue35 (男).mp3,-59.20,-12.52,-46.94,46.68
Vietnamese\long vowels-#VT\ue\sue35 (女).mp3,-56.24,-12.61,-39.62,43.63
Vietnamese\long vowels-#VT\ue\sue35 (男).mp3,-49.71,-14.18,-33.05,35.53
Vietnamese\long vowels-#VT\ue\tue35 (女).mp3,-25.61,-17.72,-25.94,7.89
Vietnamese\long vowels-#VT\ue\tue35 (女)2.mp3,-59.70,-10.12,-62.21,49.58
Vietnamese\long vowels-#VT\ue\tue35 (男).mp3,-62.01,-11.71,-51.89,50.29
Vietnamese\long vowels-#VT\ue\tue35 (男)2.mp3,-34.85,-12.99,-29.19,21.85
Vietnamese\long vowels-#VT\ui\gui25 (女).mp3,-24.47,-7.99,-13.52,16.47
Vietnamese\long vowels-#VT\ui\gui55 (男).mp3,-47.46,-11.94,-26.79,35.52
Vietnamese\long vowels-#VT\ui\lui25 (女).mp3,-36.92,-8.15,-19.24,28.78
Vietnamese\long vowels-#VT\ui\lui25 (男).mp3,-41.02,-12.56,-22.77,28.45
Vietnamese\long vowels-#VT\ui\tui25 (女).mp3,-49.68,-9.80,-43.94,39.88
Vietnamese\long vowels-#VT\ui\tui25 (男).mp3,-33.79,-12.68,-19.51,21.11
Vietnamese\long vowels-#VT\ui\tui55 (女).mp3,-58.32,-8.45,-62.02,49.87
Vietnamese\long vowels-#VT\ui\tui55 (男).mp3,-49.44,-12.36,-42.46,37.07
Vietnamese\long vowels-#VT\ui\ʃui55 (女).mp3,-55.89,-10.45,-37.89,45.44
Vietnamese\long vowels-#VT\ui\ʃui55 (男).mp3,-57.56,-11.87,-38.58,45.69
Vietnamese\long vowels-#VT\uɪː\kuɪ55(女).mp3,-40.27,-10.81,-22.45,29.46
Vietnamese\long vowels-#VT\uɪː\kuɪ55(男).mp3,-32.75,-11.33,-22.14,21.42
Vietnamese\long vowels-#VT\uɪː\luɪ55(女).mp3,-30.02,-8.58,-12.81,21.44
Vietnamese\long vowels-#VT\uɪː\luɪ55(男).mp3,-18.11,-9.02,-11.32,9.08
Vietnamese\long vowels-#VT\uɪː\suɪ35(女).mp3,-25.21,-10.39,-19.12,14.81
Vietnamese\long vowels-#VT\uɪː\suɪ35(男).mp3,-43.55,-10.63,-30.86,32.92
Vietnamese\long vowels-#VT\uɪː\tuɪ35(女).mp3,-24.13,-8.87,-11.98,15.26
Vietnamese\long vowels-#VT\uɪː\tuɪ35(男).mp3,-29.46,-11.40,-17.65,18.06
Vietnamese\long vowels-#VT\uɪː\tuɪ55(女).mp3,-30.37,-8.15,-14.51,22.22
Vietnamese\long vowels-#VT\uɪː\tuɪ55(男).mp3,-21.62,-11.09,-15.46,10.53
Vietnamese\long vowels-#VT\uɪː\uɪ(女).mp3,-15.54,-8.70,-11.35,6.85
Vietnamese\long vowels-#VT\uɪː\uɪ(男).mp3,-24.16,-11.66,-16.55,12.50
Vietnamese\long vowels-#VT\uɪː\ʦ̪uɪ35(女).mp3,-37.36,-11.03,-31.80,26.33
Vietnamese\long vowels-#VT\uɪː\ʦ̪uɪ35(男).mp3,-44.89,-11.21,-37.83,33.68
Vietnamese\long vowels-#VT\ɔɪː\hɔɪː35(女).mp3,-50.71,-9.58,-35.24,41.13
Vietnamese\long vowels-#VT\ɔɪː\hɔɪː35(男).mp3,-49.04,-10.72,-40.59,38.32
Vietnamese\long vowels-#VT\ɔɪː\kɔɪː55(女).mp3,-39.33,-10.42,-23.29,28.90
Vietnamese\long vowels-#VT\ɔɪː\kɔɪː55(男).mp3,-28.67,-12.03,-19.20,16.65
Vietnamese\long vowels-#VT\ɔɪː\tɔɪː2314(女).mp3,-22.21,-6.89,-20.30,15.32
Vietnamese\long vowels-#VT\ɔɪː\tɔɪː2314(女2).mp3,-39.78,-8.34,-23.31,31.44
Vietnamese\long vowels-#VT\ɔɪː\tɔɪː2314(男).mp3,-39.33,-10.42,-23.29,28.90
Vietnamese\long vowels-#VT\ɔɪː\tɔɪː2314(男2).mp3,-41.18,-12.25,-26.91,28.93
Vietnamese\long vowels-#VT\ɔɪː\ɔɪː(女).mp3,-23.70,-7.41,-13.66,16.29
Vietnamese\long vowels-#VT\ɔɪː\ɔɪː(男).mp3,-28.91,-10.92,-20.14,17.99
Vietnamese\long vowels-#VT\ɔɪː\ʃɔɪː35(女).mp3,-27.61,-8.34,-23.45,19.27
Vietnamese\long vowels-#VT\ɔɪː\ʃɔɪː35(男).mp3,-35.01,-11.55,-21.85,23.46
Vietnamese\long vowels-#VT\ɔɪː\ʃɔɪː55(女).mp3,-27.74,-8.24,-21.66,19.50
Vietnamese\long vowels-#VT\ɔɪː\ʃɔɪː55(男).mp3,-27.24,-10.76,-20.39,16.47
Vietnamese\long vowels-#VT\əːɪː\dəːɪː55(女).mp3,-21.72,-8.58,-14.85,13.14
Vietnamese\long vowels-#VT\əːɪː\dəːɪː55(男).mp3,-26.90,-12.95,-19.67,13.96
Vietnamese\long vowels-#VT\əːɪː\ləːɪː55(女).mp3,-17.06,-9.98,-12.40,7.07
Vietnamese\long vowels-#VT\əːɪː\ləːɪː55(男).mp3,-28.41,-11.92,-18.96,16.49
Vietnamese\long vowels-#VT\əːɪː\təːɪː 35(女).mp3,-25.99,-7.37,-14.67,18.62
Vietnamese\long vowels-#VT\əːɪː\təːɪː 35(男).mp3,-28.68,-10.83,-17.39,17.85
Vietnamese\long vowels-#VT\əːɪː\əːɪː(女).mp3,-23.21,-9.31,-12.98,13.90
Vietnamese\long vowels-#VT\əːɪː\əːɪː(男).mp3,-30.27,-11.23,-18.93,19.04
Vietnamese\long vowels-#VT\əːɪː\ʃəːɪː55(女).mp3,-28.08,-8.61,-19.51,19.47
Vietnamese\long vowels-#VT\əːɪː\ʃəːɪː55(男).mp3,-21.32,-11.08,-19.65,10.24
Vietnamese\long vowels-#VT\əːɪː\ʦəːɪː213(女).mp3,-31.26,-9.61,-19.96,21.64
Vietnamese\long vowels-#VT\əːɪː\ʦəːɪː213(男).mp3,-32.13,-11.66,-22.89,20.47
Vietnamese\long vowels-#VT\αːʊ\kɑːʊ55 (女).mp3,-34.89,-7.60,-16.43,27.29
Vietnamese\long vowels-#VT\αːʊ\kɑːʊ55 (男).mp3,-44.70,-10.95,-27.08,33.76
Vietnamese\long vowels-#VT\αːʊ\lɑːʊ55 (女).mp3,-41.84,-8.07,-18.45,33.77
Vietnamese\long vowels-#VT\αːʊ\lɑːʊ55 (男).mp3,-40.40,-11.61,-21.49,28.79
Vietnamese\long vowels-#VT\αːʊ\tɑːʊ55 (女).mp3,-39.52,-7.63,-25.11,31.89
Vietnamese\long vowels-#VT\αːʊ\tɑːʊ55 (男).mp3,-52.31,-11.27,-36.18,41.03
Vietnamese\long vowels-#VT\αːʊ\Øɑːʊ (女).mp3,-37.91,-8.42,-21.57,29.49
Vietnamese\long vowels-#VT\αːʊ\Øɑːʊ (男).mp3,-61.62,-12.38,-63.71,49.24
Vietnamese\long vowels-#VT\αːʊ\ʃ ɑːʊ35 (女).mp3,-37.50,-9.21,-22.87,28.29
Vietnamese\long vowels-#VT\αːʊ\ʃ ɑːʊ35 (男).mp3,-50.74,-11.36,-28.34,39.39
Vietnamese\long vowels-#VT\αːʊ\ȵɑːʊ55 (女).mp3,-32.74,-9.36,-13.22,23.38
Vietnamese\long vowels-#VT\αːʊ\ȵɑːʊ55 (男).mp3,-31.78,-12.60,-19.67,19.17
Vietnamese\long vowels-#VT\αːɪ\kɑːɪ55 (女).mp3,-32.70,-8.31,-16.94,24.39
Vietnamese\long vowels-#VT\αːɪ\kɑːɪ55 (男).mp3,-41.29,-12.48,-20.29,28.81
Vietnamese\long vowels-#VT\αːɪ\tɑːɪ55 (女).mp3,-39.93,-8.55,-15.54,31.39
Vietnamese\long vowels-#VT\αːɪ\tɑːɪ55 (男).mp3,-50.19,-11.93,-33.06,38.26
Vietnamese\long vowels-#VT\αːɪ\Øɑːɪ (女).mp3,-37.41,-9.57,-21.38,27.84
Vietnamese\long vowels-#VT\αːɪ\Øɑːɪ (男).mp3,-42.62,-13.11,-22.10,29.51
Vietnamese\long vowels-#VT\αːɪ\ʃɑːɪ55 (女).mp3,-45.92,-8.98,-23.79,36.94
Vietnamese\long vowels-#VT\αːɪ\ʃɑːɪ55 (男).mp3,-29.02,-12.16,-21.24,16.86
Vietnamese\long vowels-#VT\αːɪ\ʦɑːɪ21 (女).mp3,-30.74,-8.71,-21.49,22.03
Vietnamese\long vowels-#VT\αːɪ\ʦɑːɪ21 (男).mp3,-31.97,-13.12,-22.94,18.85
Vietnamese\long vowels-#VT\αːɪ\ʦɑːɪ35 (女).mp3,-25.51,-9.82,-16.66,15.68
Vietnamese\long vowels-#VT\αːɪ\ʦɑːɪ35 (男).mp3,-39.72,-11.70,-19.36,28.02
Vietnamese\long vowels-#VT\αːɪː\kɑːɪː55 (女).mp3,-57.94,-7.85,-56.76,50.09
Vietnamese\long vowels-#VT\αːɪː\kɑːɪː55 (男).mp3,-44.79,-12.14,-19.48,32.64
Vietnamese\long vowels-#VT\αːɪː\lɑːɪː55 (女).mp3,-58.01,-11.08,-43.35,46.94
Vietnamese\long vowels-#VT\αːɪː\lɑːɪː55 (男).mp3,-28.01,-12.14,-20.53,15.86
Vietnamese\long vowels-#VT\αːɪː\mɑːɪː55 (女).mp3,-42.47,-9.54,-16.47,32.92
Vietnamese\long vowels-#VT\αːɪː\mɑːɪː55 (男).mp3,-63.07,-10.99,-55.11,52.07
Vietnamese\long vowels-#VT\αːɪː\tɑːɪː55 (女).mp3,-41.26,-9.09,-21.33,32.17
Vietnamese\long vowels-#VT\αːɪː\tɑːɪː55 (男).mp3,-29.52,-11.51,-19.20,18.02
Vietnamese\long vowels-#VT\αːɪː\Øɑːɪː55 (女).mp3,-30.88,-9.24,-13.68,21.63
Vietnamese\long vowels-#VT\αːɪː\Øɑːɪː55 (男).mp3,-57.20,-13.62,-48.12,43.58
Vietnamese\long vowels-#VT\αːɪː\ʃɑːɪː55 (女).mp3,-40.30,-10.26,-28.54,30.04
Vietnamese\long vowels-#VT\αːɪː\ʃɑːɪː55 (男).mp3,-50.07,-11.88,-26.22,38.18
Vietnamese\long vowels-#VT\原始音檔\iːʊ.mp3,-72.88,-7.88,-67.53,65.00
Vietnamese\long vowels-#VT\原始音檔\ue.mp3,-80.16,-6.71,-119.98,73.45
Vietnamese\long vowels-#VT\原始音檔\uɪ.mp3,-84.06,-7.70,-120.00,76.36
Vietnamese\long vowels-#VT\原始音檔\uɪː.mp3,-76.27,-8.30,-75.85,67.98
Vietnamese\long vowels-#VT\原始音檔\ɔɪː.mp3,-77.94,-7.05,-113.24,70.89
Vietnamese\long vowels-#VT\原始音檔\əːɪː.mp3,-78.85,-7.51,-119.32,71.34
Vietnamese\long vowels-#VT\原始音檔\αːʊ.mp3,-76.45,-7.66,-83.61,68.79
Vietnamese\long vowels-#VT\原始音檔\αːɪ.mp3,-76.84,-8.30,-96.53,68.55
Vietnamese\long vowels-#VT\原始音檔\αːɪː.mp3,-77.76,-7.94,-119.84,69.82
Vietnamese\long vowels-#VVT\iːem\liːem35(女).mp3,-57.83,-6.85,-56.24,50.98
Vietnamese\long vowels-#VVT\iːem\liːem35(男).mp3,-39.57,-10.62,-28.42,28.96
Vietnamese\long vowels-#VVT\iːen\diːen55(女).mp3,-38.56,-7.93,-21.07,30.63
Vietnamese\long vowels-#VVT\iːen\diːen55(男).mp3,-27.47,-13.84,-19.13,13.63
Vietnamese\long vowels-#VVT\iːen\liːen213(女).mp3,-38.55,-8.19,-21.75,30.36
Vietnamese\long vowels-#VVT\iːen\liːen213(男).mp3,-29.03,-11.13,-18.30,17.90
Vietnamese\long vowels-#VVT\iːen\tiːen213(女).mp3,-51.93,-8.78,-37.09,43.14
Vietnamese\long vowels-#VVT\iːen\tiːen213(男).mp3,-30.88,-12.04,-23.31,18.84
Vietnamese\long vowels-#VVT\iːep\diːep21(女).mp3,-29.44,-7.44,-22.41,22.00
Vietnamese\long vowels-#VVT\iːep\diːep21(男).mp3,-29.44,-7.44,-22.41,22.00
Vietnamese\long vowels-#VVT\iːeŋ\liːeŋ55(女).mp3,-40.99,-7.19,-20.65,33.80
Vietnamese\long vowels-#VVT\iːeŋ\liːeŋ55(男).mp3,-34.73,-13.41,-23.53,21.32
Vietnamese\long vowels-#VVT\uek̪\kuek̪35 (女).mp3,-79.44,-8.20,-112.10,71.24
Vietnamese\long vowels-#VVT\uek̪\kuek̪35 (男).mp3,-58.04,-12.76,-54.66,45.27
Vietnamese\long vowels-#VVT\uek̪\tuek̪35 (女).mp3,-55.24,-10.58,-53.31,44.66
Vietnamese\long vowels-#VVT\uek̪\tuek̪35 (男).mp3,-75.02,-13.10,-63.21,61.93
Vietnamese\long vowels-#VVT\uen̪\suen̪21 (女).mp3,-62.45,-9.42,-42.37,53.02
Vietnamese\long vowels-#VVT\uen̪\suen̪21 (男).mp3,-32.16,-11.93,-29.04,20.23
Vietnamese\long vowels-#VVT\uik̪\huik̪35 (女).mp3,-67.27,-9.68,-64.48,57.59
Vietnamese\long vowels-#VVT\uik̪\huik̪35 (男).mp3,-60.61,-10.14,-56.24,50.46
Vietnamese\long vowels-#VVT\uik̪\luik̪35 (女).mp3,-55.64,-9.37,-62.19,46.26
Vietnamese\long vowels-#VVT\uik̪\luik̪35 (男).mp3,-64.58,-10.35,-61.34,54.23
Vietnamese\long vowels-#VVT\uin̪\huin̪21 (女).mp3,-63.96,-7.61,-60.79,56.35
Vietnamese\long vowels-#VVT\uin̪\huin̪21 (男).mp3,-37.25,-10.28,-20.70,26.97
Vietnamese\long vowels-#VVT\uin̪\kuin̪21 (女).mp3,-45.88,-8.02,-26.43,37.86
Vietnamese\long vowels-#VVT\uin̪\kuin̪21 (男).mp3,-56.32,-8.00,-49.99,48.31
Vietnamese\long vowels-#VVT\uαːɪ\Øuɑːɪ55(女).mp3,-23.31,-7.46,-14.09,15.84
Vietnamese\long vowels-#VVT\uαːɪ\Øuɑːɪ55(男).mp3,-20.28,-10.37,-17.46,9.91
Vietnamese\long vowels-#VVT\uαːɪ\Øuɑːɪː55(女2).mp3,-40.75,-7.53,-21.22,33.23
Vietnamese\long vowels-#VVT\uαːɪ\Øuɑːɪː55(男2).mp3,-40.75,-7.53,-21.22,33.23
Vietnamese\long vowels-#VVT\uαːɪː\Øuɑːɪː55(女).mp3,-18.87,-7.71,-14.09,11.15
Vietnamese\long vowels-#VVT\uαːɪː\Øuɑːɪː55(女2).mp3,-39.58,-6.99,-20.47,32.59
Vietnamese\long vowels-#VVT\uαːɪː\Øuɑːɪː55(男).mp3,-22.73,-10.59,-18.07,12.14
Vietnamese\long vowels-#VVT\uαːɪː\Øuɑːɪː55(男2).mp3,-56.50,-10.87,-43.18,45.63
Vietnamese\long vowels-#VVT\uɑːʊ\kuɑːʊ21(女).mp3,-52.23,-7.12,-37.04,45.11
Vietnamese\long vowels-#VVT\uɑːʊ\kuɑːʊ21(男).mp3,-27.52,-12.19,-20.12,15.33
Vietnamese\long vowels-#VVT\uɑːʊ\uɑːʊ(女).mp3,-41.35,-7.06,-17.34,34.29
Vietnamese\long vowels-#VVT\uɑːʊ\uɑːʊ(男).mp3,-29.96,-10.83,-21.20,19.13
Vietnamese\long vowels-#VVT\ɔαːɪ\hɔɑːɪ55(女).mp3,-23.02,-11.73,-19.08,11.29
Vietnamese\long vowels-#VVT\ɔαːɪ\hɔɑːɪ55(男).mp3,-23.02,-11.73,-19.08,11.29
Vietnamese\long vowels-#VVT\ɔαːɪ\lɔɑːɪ55(女).mp3,-23.96,-7.58,-15.43,16.38
Vietnamese\long vowels-#VVT\ɔαːɪ\lɔɑːɪ55(男).mp3,-18.85,-7.84,-14.62,11.01
Vietnamese\long vowels-#VVT\ɔαːɪ\sɔɑːɪ55(女).mp3,-28.81,-7.28,-22.81,21.53
Vietnamese\long vowels-#VVT\ɔαːɪ\sɔɑːɪ55(男).mp3,-37.47,-10.97,-28.20,26.50
Vietnamese\long vowels-#VVT\ɔαːɪ\ɔɑːɪ(女).mp3,-29.44,-7.44,-22.41,22.00
Vietnamese\long vowels-#VVT\ɔαːɪ\ɔɑːɪ(男).mp3,-25.07,-11.06,-20.36,14.01
Vietnamese\long vowels-#VVT\ɔαːɪː\kɔɑːɪː55(女).mp3,-43.70,-6.40,-38.38,37.31
Vietnamese\long vowels-#VVT\ɔαːɪː\kɔɑːɪː55(男).mp3,-39.49,-10.18,-36.24,29.31
Vietnamese\long vowels-#VVT\ɔαːɪː\tɔɑːɪː21(女).mp3,-44.59,-8.22,-32.60,36.37
Vietnamese\long vowels-#VVT\ɔαːɪː\tɔɑːɪː21(男).mp3,-26.82,-13.26,-22.22,13.56
Vietnamese\long vowels-#VVT\ɔαːɪː\tɔɑːɪː35(女).mp3,-25.26,-7.93,-14.98,17.33
Vietnamese\long vowels-#VVT\ɔαːɪː\tɔɑːɪː35(男).mp3,-25.26,-7.93,-14.98,17.33
Vietnamese\long vowels-#VVT\ɔαːɪː\ɔɑːɪː(女).mp3,-36.37,-5.96,-31.31,30.41
Vietnamese\long vowels-#VVT\ɔαːɪː\ɔɑːɪː(男).mp3,-25.68,-11.13,-20.43,14.55
Vietnamese\long vowels-#VVT\ɔαːɪː\ʃɔɑːɪː35(女).mp3,-32.60,-8.68,-28.20,23.92
Vietnamese\long vowels-#VVT\ɔαːɪː\ʃɔɑːɪː35(男).mp3,-33.13,-11.90,-26.48,21.23
Vietnamese\long vowels-#VVT\原始音檔\iːe.mp3,-79.18,-6.83,-120.00,72.34
Vietnamese\long vowels-#VVT\原始音檔\uαːɪ.mp3,-78.82,-7.14,-119.78,71.67
Vietnamese\long vowels-#VVT\原始音檔\uαːɪː.mp3,-75.22,-7.04,-74.64,68.18
Vietnamese\long vowels-#VVT\原始音檔\uɑːʊ.mp3,-81.95,-7.03,-120.00,74.92
Vietnamese\long vowels-#VVT\原始音檔\ɔαːɪ.mp3,-69.36,-7.29,-60.84,62.07
Vietnamese\long vowels-#VVT\原始音檔\ɔαːɪː.mp3,-77.56,-6.31,-77.96,71.26
Vietnamese\short vowels-#DV\be女.mp3,-23.60,-9.41,-14.57,14.19
Vietnamese\short vowels-#DV\be男.mp3,-15.93,-10.97,-14.62,4.96
Vietnamese\short vowels-#DV\bo女.mp3,-18.67,-7.69,-12.55,10.98
Vietnamese\short vowels-#DV\bo男.mp3,-24.79,-11.11,-15.71,13.69
Vietnamese\short vowels-#DV\bɯ女.mp3,-18.63,-7.90,-13.07,10.74
Vietnamese\short vowels-#DV\bɯ男.mp3,-21.00,-10.55,-16.20,10.45
Vietnamese\short vowels-#DV\de女.mp3,-17.68,-8.58,-11.76,9.10
Vietnamese\short vowels-#DV\de男.mp3,-23.99,-11.15,-15.50,12.83
Vietnamese\short vowels-#DV\do女.mp3,-30.38,-9.63,-13.34,20.75
Vietnamese\short vowels-#DV\do男.mp3,-28.84,-10.83,-14.90,18.01
Vietnamese\short vowels-#DV\dɯ女.mp3,-20.65,-9.48,-12.49,11.18
Vietnamese\short vowels-#DV\dɯ男.mp3,-17.47,-11.11,-13.64,6.36
Vietnamese\short vowels-#DV\go女.mp3,-24.56,-8.87,-14.53,15.69
Vietnamese\short vowels-#DV\go男.mp3,-20.79,-10.84,-15.43,9.95
Vietnamese\short vowels-#DV\gɯ女.mp3,-23.41,-9.29,-16.15,14.12
Vietnamese\short vowels-#DV\gɯ男.mp3,-19.09,-11.97,-15.35,7.11
Vietnamese\short vowels-#TV\ke女.mp3,-32.58,-10.07,-14.31,22.51
Vietnamese\short vowels-#TV\ke男.mp3,-28.30,-11.96,-16.03,16.33
Vietnamese\short vowels-#TV\ki女.mp3,-37.78,-11.27,-18.53,26.51
Vietnamese\short vowels-#TV\ki男.mp3,-34.39,-11.12,-16.63,23.27
Vietnamese\short vowels-#TV\ko女.mp3,-20.95,-8.30,-13.00,12.65
Vietnamese\short vowels-#TV\ko男.mp3,-19.78,-10.67,-13.68,9.11
Vietnamese\short vowels-#TV\kɯ女.mp3,-30.88,-9.07,-19.79,21.81
